Iteration,q_l_0,q_l_1,q_l_2,q_l_3,q_l_4,q_l_5,q_l_6,translation_goal_l_0,translation_goal_l_1,translation_goal_l_2,translation_l_0,translation_l_1,translation_l_2,ecart_q_l_0,ecart_q_l_1,ecart_q_l_2,ecart_q_l_3,ecart_q_l_4,ecart_q_l_5,ecart_q_l_6,Ecart_pos_l,Ecart_rot_l
10,0.023835578933358192,0.9179942607879639,0.5509158372879028,-1.1271792650222778,-0.344910353422165,-0.2568817734718323,0.5816122889518738,0.4,0.5,-0.2,0.40000003752635566,0.49999981303136215,-0.19999993699626625,0.005199102684855461,0.005171477794647217,0.017835497856140137,0.028757691383361816,0.012558639049529974,0.02714395523071289,0.010031044483184814,2.0083567754258655e-07,6.466172953878413e-05
11,0.029034681618213654,0.9231657385826111,0.568751335144043,-1.1559369564056396,-0.35746899247169495,-0.22973781824111938,0.5916433334350586,0.4,0.5,-0.19,0.4000000412983925,0.4999997987100787,-0.18999991783203404,0.00350223109126091,0.005649864673614502,0.016739487648010254,0.02702045440673828,0.012920081615447998,0.02649316191673276,0.01029890775680542,2.2130242715153837e-07,6.726956189595512e-05
12,0.032536912709474564,0.9288156032562256,0.5854908227920532,-1.182957410812378,-0.37038907408714294,-0.20324465632438662,0.601942241191864,0.4,0.5,-0.18,0.400000033322108,0.4999998123296136,-0.1799999399943634,0.0018540509045124054,0.006144165992736816,0.01565706729888927,0.02536141872406006,0.013278365135192927,0.025876075029373197,0.010569214820861816,1.998279590881572e-07,6.495416533880416e-05
13,0.03439096361398697,0.9349597692489624,0.6011478900909425,-1.208318829536438,-0.38366743922233587,-0.17736858129501343,0.6125114560127258,0.4,0.5,-0.16999999999999998,0.40000002611553165,0.4999998293448369,-0.1699999634966394,0.0002416558563709259,0.0066522955894470215,0.014576375484466442,0.023767709732055664,0.01363313198089594,0.02528555691242218,0.010839700698852539,1.7645877995395452e-07,6.170840612185202e-05
14,0.034632619470357895,0.9416120648384094,0.6157242655754089,-1.2320865392684937,-0.3973005712032318,-0.15208302438259125,0.6233511567115784,0.4,0.5,-0.16,0.4000000280760485,0.4999998074530132,-0.15999993221985823,0.0013465359807014465,0.007171988487243652,0.01348656415939331,0.02222859859466575,0.013983964920043945,0.024715706706047058,0.011108100414276123,2.0605036821937071e-07,6.6155062938833e-05
15,0.03328608348965645,0.9487840533256531,0.6292108297348022,-1.2543151378631594,-0.41128453612327576,-0.1273673176765442,0.6344592571258545,0.4,0.5,-0.15,0.4000000245915062,0.49999981513385316,-0.1499999305205705,0.00292125903069973,0.007700800895690918,0.012377321720123291,0.020734667778014915,0.014329969882965088,0.024161525070667253,0.011371970176696777,1.9901664639678562e-07,6.490926091373694e-05
16,0.03036482445895672,0.956484854221344,0.6415881514549255,-1.2750498056411743,-0.42561450600624084,-0.10320579260587694,0.6458312273025513,0.4,0.5,-0.13999999999999999,0.40000002369576704,0.49999981102751473,-0.1399999342991445,0.00449276901781559,0.008236110210418812,0.011238515377044678,0.019278883934020996,0.014670014381408691,0.023618787527084364,0.011629462242126465,2.014663544479308e-07,6.6044786024122e-05
17,0.02587205544114113,0.9647209644317628,0.6528266668319702,-1.2943286895751953,-0.44028452038764954,-0.07958700507879257,0.6574606895446777,0.4,0.5,-0.13,0.40000002050281896,0.49999982449688885,-0.1299999150321318,0.006071140989661217,0.00877523422241211,0.01006019115447998,0.017854809761047363,0.015002936124801636,0.023083962500095367,0.011878013610839844,1.9606439309173687e-07,6.475185040244469e-05
18,0.019800914451479912,0.9734961986541749,0.6628868579864502,-1.3121834993362427,-0.45528745651245117,-0.056503042578697205,0.6693387031555176,0.4,0.5,-0.12,0.4000000181725104,0.4999998327114898,-0.11999992999557316,0.0076665738597512245,0.00931495428085316,0.008831977844238281,0.016457200050354004,0.015327155590057373,0.02255406603217125,0.012115657329559326,1.8225341028184848e-07,6.329451946385234e-05
19,0.012134340591728687,0.9828111529350281,0.6717188358306885,-1.3286406993865967,-0.47061461210250854,-0.033948976546525955,0.6814543604850769,0.4,0.5,-0.11000000000000001,0.40000001558953036,0.49999984125400126,-0.1099999484226965,0.00928963697515428,0.009852111339569092,0.007543325424194336,0.015081644058227539,0.015641063451766968,0.022026588208973408,0.012340068817138672,1.6764111610203085e-07,6.231962811398262e-05
20,0.0028447036165744066,0.9926632642745972,0.6792621612548828,-1.3437223434448242,-0.4862556755542755,-0.011922388337552547,0.6937944293022156,0.4,0.5,-0.1,0.40000001157084464,0.49999983702083795,-0.09999991983121932,0.010951511794701219,0.010383129119873047,0.006182968616485596,0.013724446296692117,0.01594284176826477,0.021499489434063435,0.01254892349243164,1.8199759642789648e-07,6.283217203417735e-05
21,-0.008106808178126812,1.0030463933944702,0.6854451298713684,-1.3574467897415163,-0.5021985173225403,0.009577101096510887,0.7063433527946472,0.4,0.485,-0.1,0.40000001036240873,0.48499983489180737,-0.09999992735854325,0.009068013110663742,0.023428678512573242,0.011142253875732422,0.056940913200378196,0.020954430103302002,0.039184695109725005,0.008060693740844838,1.8067893076656626e-07,6.347851552845896e-05
22,0.0009612049325369298,0.979617714881897,0.674302875995636,-1.4143877029418945,-0.4812440872192383,0.04876179620623589,0.714404046535492,0.4,0.47,-0.1,0.40000000025830895,0.4699998260148006,-0.09999992473067384,0.005935673660133034,0.02208060026168812,0.015102922916412354,0.05354881286621094,0.021415352821350098,0.03889373317360877,0.005704462528228649,1.895689525742479e-07,6.506629068780967e-05
23,0.006896878592669964,0.9575371146202089,0.6591999530792236,-1.4679365158081055,-0.4598287343978882,0.08765552937984467,0.7201085090637207,0.4,0.455,-0.1,0.39999999656302254,0.4549998424897501,-0.0999999369359225,0.0031913165003061295,0.020819425582885853,0.018696308135986328,0.05038034915924072,0.022063732147216797,0.0386672168970108,0.0033782124519349255,1.6970082353496537e-07,6.39361892353918e-05
24,0.010088195092976093,0.936717689037323,0.6405036449432373,-1.5183168649673462,-0.4377650022506714,0.12632274627685547,0.7234867215156556,0.4,0.44,-0.1,0.3999999938595893,0.439999854864905,-0.09999992698203816,0.0007166443392634392,0.0196419358253479,0.02203160524368286,0.04737734794616699,0.022896409034729004,0.0384770929813385,0.001047372817993053,1.6258389586849307e-07,6.222598477734209e-05
25,0.010804839432239532,0.9170757532119751,0.6184720396995544,-1.5656942129135132,-0.4148685932159424,0.16479983925819397,0.7245340943336487,0.4,0.425,-0.1,0.39999998343809295,0.42499984413696645,-0.0999999173605813,0.0015734434127807617,0.01854795217514038,0.025184154510498047,0.044493675231933594,0.02391377091407776,0.03829699754714966,0.001316368579864502,1.7719157856230427e-07,6.531228888206897e-05
26,0.00923139601945877,0.8985278010368347,0.5932878851890564,-1.6101878881454468,-0.3909548223018646,0.20309683680534363,0.7232177257537842,0.4,0.41000000000000003,-0.1,0.39999997908192586,0.4099998487102209,-0.09999991214285732,0.0037409048527479163,0.01753997802734375,0.02820521593093872,0.041692137718200906,0.02511844038963318,0.038100957870483426,0.003737211227416992,1.7619602896350733e-07,6.56018247582324e-05
27,0.0054904911667108544,0.880987823009491,0.5650826692581177,-1.6518800258636477,-0.36583638191223145,0.24119779467582705,0.7194805145263672,0.4,0.395,-0.1,0.3999999669757336,0.3949998650937975,-0.09999987412207009,0.005830721609527246,0.01662391424179077,0.03112781047821045,0.038942813873290794,0.026514261960983276,0.037862449884414645,0.006235063076019287,1.8744476225541416e-07,6.448110980272759e-05
28,-0.00034023044281639164,0.8643639087677002,0.5339548587799072,-1.6908228397369385,-0.33932211995124817,0.2790602445602417,0.7132454514503479,0.4,0.38,-0.1,0.39999996622073536,0.3799998707413644,-0.09999988865677162,0.007874635368352756,0.0158083438873291,0.03397086262702942,0.036220669746398926,0.028104841709136963,0.03755390644073486,0.008825898170471191,1.7391419756123077e-07,6.493171702004474e-05
29,-0.008214865811169147,0.8485555648803711,0.4999839961528778,-1.7270435094833374,-0.3112172782421112,0.31661415100097656,0.7044195532798767,0.4,0.365,-0.1,0.3999999559718923,0.3649998566212724,-0.09999987751589938,0.009893360547721386,0.015104234218597412,0.0367407500743866,0.03350555896759033,0.02989259362220764,0.03714638948440552,0.011521518230438232,1.9364474872039498e-07,6.819508649869022e-05
30,-0.018108226358890533,0.8334513306617737,0.4632432460784912,-1.7605490684509277,-0.28132468461990356,0.3537605404853821,0.6928980350494385,0.4,0.35,-0.1,0.3999999465027378,0.34999985663897987,-0.09999986139908201,0.011897845193743706,0.014524698257446289,0.03943344950675959,0.030780553817749023,0.031876757740974426,0.03660985827445984,0.014327883720397838,2.0645714718030593e-07,6.940292308854623e-05
31,-0.03000607155263424,0.8189266324043274,0.4238097965717316,-1.7913296222686768,-0.24944792687892914,0.3903703987598419,0.6785701513290406,0.4,0.33499999999999996,-0.1,0.3999999460307676,0.3349998711053688,-0.09999986774084178,0.013889947906136513,0.014084398746490479,0.04203516244888311,0.028032422065734863,0.03405177593231201,0.03591325879096985,0.01724451780319225,1.9240319366142835e-07,6.828054404195427e-05
32,-0.04389601945877075,0.8048422336578369,0.3817746341228485,-1.8193620443344116,-0.21539615094661713,0.42628365755081177,0.6613256335258484,0.4,0.32,-0.1,0.3999999349690467,0.31999986051135204,-0.09999985083954076,0.015862893313169486,0.013798475265502819,0.04452317953109741,0.02525126934051536,0.036404967308044434,0.035025715827941895,0.02026212215423584,2.1432440460015979e-07,7.126836840143369e-05
33,-0.05975891277194024,0.7910437583923341,0.3372514545917511,-1.844613313674927,-0.1789911836385727,0.46130937337875366,0.6410635113716125,0.4,0.305,-0.1,0.39999993864596717,0.30499988232536845,-0.09999985650610599,0.01780171319842338,0.0136815905570985,0.04686686396598816,0.022429585456847922,0.038914188742637634,0.03391748666763306,0.023360848426818848,1.9545366170907588e-07,6.984265030496317e-05
34,-0.07756062597036362,0.7773621678352356,0.29038459062576294,-1.867042899131775,-0.14007699489593506,0.4952268600463867,0.6177026629447937,0.4,0.29000000000000004,-0.1,0.3999999231921064,0.28999987080365586,-0.09999982356542927,0.01968395709991455,0.013746678829193115,0.04902911186218262,0.019563674926757812,0.04154503345489502,0.0325620174407959,0.026507794857025035,2.31776412987982e-07,7.384031556512127e-05
35,-0.09724458307027817,0.7636154890060425,0.24135547876358032,-1.8866065740585327,-0.09853196144104004,0.5277888774871826,0.5911948680877687,0.4,0.275,-0.1,0.39999991522432987,0.27499987453728897,-0.09999980965742133,0.021480873227119446,0.014003396034240723,0.050967976450920105,0.01665174961090088,0.04424867406487465,0.030938029289245605,0.029654860496521107,2.432243889281746e-07,7.551916269221692e-05
36,-0.11872545629739761,0.7496120929718018,0.19038750231266022,-1.9032583236694336,-0.05428328737616539,0.5587269067764282,0.5615400075912476,0.4,0.26,-0.1,0.3999999105229691,0.2599998792427017,-0.09999980986345251,0.023159168660640717,0.014456927776336559,0.05263926088809967,0.013695478439331277,0.046960143372416496,0.029031991958618164,0.0327378511428833,2.423641286364292e-07,7.513208089449108e-05
37,-0.14188462495803833,0.7351551651954652,0.13774824142456055,-1.9169538021087649,-0.007323144003748894,0.5877588987350464,0.5288021564483643,0.4,0.245,-0.1,0.39999989717752055,0.24499987109638144,-0.09999979742888157,0.024683356285095215,0.015106379985809437,0.05399952828884125,0.010698914527892844,0.04959801398217678,0.026841044425964355,0.03567555546760559,2.611965987269752e-07,7.830551987808576e-05
38,-0.16656798124313354,0.7200487852096558,0.0837487131357193,-1.9276527166366577,0.04227486997842789,0.6145999431610107,0.49312660098075867,0.4,0.22999999999999998,-0.1,0.3999998980216187,0.22999988307164956,-0.09999980261812934,0.026018664240837097,0.015944302082061768,0.055009353905916214,0.007668137550354004,0.052066199481487274,0.024375200271606556,0.03837284445762634,2.51060614695681e-07,7.682065307790253e-05
39,-0.19258664548397064,0.704104483127594,0.028739359229803085,-1.9353208541870117,0.09434106945991516,0.6389751434326173,0.4547537565231323,0.4,0.21500000000000002,-0.1,0.399999902591432,0.21499989833702074,-0.09999980472595271,0.027134209871292114,0.0169561505317688,0.05563703551888466,0.004611611366272195,0.05425842106342316,0.021659493446349987,0.040724217891693115,2.4073999258940147e-07,7.588506156253061e-05
40,-0.21972085535526276,0.6871483325958252,-0.026897676289081573,-1.939932465553284,0.14859949052333832,0.6606346368789673,0.4140295386314392,0.4,0.2,-0.1,0.3999998853905938,0.1999998865916501,-0.09999977723816071,0.02800597250461581,0.01812070608139038,0.05586154758930206,0.0015391111373899147,0.05606557428836825,0.018734395503997914,0.042622178792953436,2.749901941404688e-07,8.135526599062359e-05
41,-0.24772682785987857,0.6690276265144348,-0.08275922387838364,-1.9414715766906738,0.20466506481170657,0.6793690323829652,0.3714073598384858,0.4,0.2,-0.11,0.3999998876994474,0.1999998804528277,-0.10999977357589041,0.024378255009651212,0.0068929195404052734,0.0028310194611549377,0.014329314231872559,0.012381285429000827,0.03471064567565929,0.006428688764572199,2.7959044677751966e-07,8.267068659506549e-05
42,-0.22334857285022736,0.6621347069740295,-0.0799282044172287,-1.9271422624588013,0.2170463502407074,0.6446583867073059,0.3649786710739136,0.4,0.2,-0.12000000000000001,0.3999999052793208,0.1999998930591327,-0.11999978731119433,0.022721022367477417,0.006942749023437389,0.00200614333152771,0.015606999397277832,0.011472135782241849,0.03478598594665527,0.005337953567504827,2.5621257626531165e-07,7.765117078406547e-05
43,-0.20062755048274994,0.6551919579505922,-0.07792206108570099,-1.9115352630615234,0.22851848602294925,0.6098724007606506,0.35964071750640875,0.4,0.2,-0.13,0.3999999094075367,0.19999988516928874,-0.12999979351531937,0.02106967568397522,0.006969571113586537,0.0012160316109657288,0.01686680316925049,0.010663956403732272,0.03481024503707886,0.004334062337875422,2.5303954235522945e-07,7.723702816520017e-05
44,-0.17955787479877472,0.6482223868370056,-0.07670602947473526,-1.894668459892273,0.23918244242668152,0.5750621557235718,0.3553066551685333,0.4,0.2,-0.14,0.399999917509498,0.19999989038742838,-0.13999979959869124,0.019429668784141513,0.0069768428802490234,0.000461772084236145,0.018109679222106934,0.009947165846824646,0.034790992736816406,0.003407120704650879,2.4285856654217004e-07,7.517087874475692e-05
45,-0.1601282060146332,0.6412455439567566,-0.07624425739049911,-1.876558780670166,0.24912960827350616,0.5402711629867554,0.35189953446388245,0.4,0.2,-0.15,0.3999999139992505,0.19999988071681962,-0.14999977287856894,0.01780557632446292,0.006968379020690807,0.0002562403678894043,0.019336581230163574,0.009313210844993591,0.03473544120788574,0.0025480985641479492,2.7057115604714954e-07,7.815643732556055e-05
46,-0.1423226296901703,0.6342771649360658,-0.07650049775838852,-1.8572221994400024,0.25844281911849976,0.5055357217788696,0.3493514358997345,0.4,0.2,-0.16,0.39999991662515477,0.19999987814346487,-0.15999975693610904,0.016201123595237732,0.006947636604309193,0.0009381622076034546,0.02054929733276345,0.008754462003707886,0.03465047478675842,0.001748800277709961,2.843948576626228e-07,7.832413524511139e-05
47,-0.12612150609493256,0.6273295283317566,-0.07743865996599197,-1.836672902107239,0.26719728112220764,0.4708852469921112,0.34760263562202454,0.4,0.2,-0.16999999999999998,0.39999993237894094,0.19999988127188323,-0.16999978236410143,0.01461915671825409,0.0069179534912109375,0.0015847086906433105,0.02174973487854026,0.008264034986495972,0.03454267978668213,0.0010016262531280518,2.569715114277557e-07,7.576970546097073e-05
48,-0.11150234937667847,0.6204115748405457,-0.07902336865663528,-1.8149231672286987,0.2754613161087036,0.4363425672054291,0.3466010093688965,0.4,0.2,-0.18,0.39999992930932826,0.1999998667285006,-0.1799997628155477,0.01306173950433731,0.006882429122924805,0.00219697505235672,0.02293992042541504,0.007836043834686335,0.03441828489303589,0.00029984116554260254,2.8109594099657083e-07,7.839855248903405e-05
49,-0.09844060987234116,0.6135291457176208,-0.081220343708992,-1.7919832468032837,0.28329735994338995,0.4019242823123932,0.3463011682033539,0.4,0.2,-0.19,0.399999934650895,0.19999986623798702,-0.18999975697287563,0.011530131101608276,0.006843984127044678,0.0027764365077018738,0.024123072624206543,0.007465183734893743,0.03428304195404053,0.0003629624843597412,2.849999382907266e-07,7.789485636067184e-05
50,-0.08691047877073288,0.6066851615905762,-0.08399678021669388,-1.7678601741790771,0.2907625436782837,0.36764124035835266,0.3466641306877136,0.4,0.2,-0.2,0.399999942844081,0.19999986361751507,-0.1999997718674343,0.01002492755651474,0.006805479526519775,0.0033247917890548706,0.02530217170715332,0.007146865129470881,0.03414246439933777,0.0009925365447998047,2.718666011275631e-07,7.710478911349128e-05
51,-0.07688555121421814,0.5998796820640564,-0.08732157200574875,-1.7425580024719238,0.29790940880775457,0.3334987759590149,0.3476566672325134,0.4,0.2,-0.21000000000000002,0.39999995352565765,0.19999986968871128,-0.2099997859497125,0.008546009659767151,0.006769299507141002,0.0038440153002738953,0.026480793952941895,0.006877243518829346,0.03400164842605591,0.0015943050384521484,2.5486942158402723e-07,7.384031556512127e-05
52,-0.06833954155445099,0.5931103825569154,-0.09116558730602264,-1.716077208518982,0.3047866523265839,0.299497127532959,0.3492509722709656,0.4,0.2,-0.21999999999999997,0.39999995699604163,0.1999998635670808,-0.21999978619590416,0.007092665880918503,0.006737947463989369,0.004336178302764893,0.027662992477416992,0.006652921438217108,0.03386548161506653,0.002173393964767456,2.572459392688129e-07,7.362281786527092e-05
53,-0.061246875673532486,0.586372435092926,-0.09550176560878754,-1.688414216041565,0.311439573764801,0.26563164591789246,0.35142436623573303,0.4,0.2,-0.23,0.3999999582025908,0.19999984873337417,-0.22999977205270325,0.005663525313138962,0.006713569164276123,0.00480351597070694,0.028853416442871094,0.006471157073974609,0.033738508820533725,0.002734661102294922,2.767464283565682e-07,7.557705396266101e-05
54,-0.055583350360393524,0.5796588659286499,-0.10030528157949448,-1.6595607995986938,0.31791073083877563,0.23189313709735873,0.35415902733802795,0.4,0.2,-0.24,0.39999996652064485,0.199999855772626,-0.23999977581510365,0.004256676882505417,0.006698191165924072,0.005248352885246277,0.030057311058044434,0.006329745054244995,0.03362518548965457,0.0032828152179718018,2.6866572238787653e-07,7.362281786527092e-05
55,-0.05132667347788811,0.5729606747627258,-0.10555363446474075,-1.6295034885406494,0.32424047589302063,0.19826795160770416,0.35744184255599976,0.4,0.2,-0.25,0.39999996826948697,0.19999983692910725,-0.2499997813173959,0.0028695911169052124,0.00669407844543457,0.005673058331012726,0.0312802791595459,0.006227046251296997,0.033529803156852694,0.0038224458694458563,2.7462888206460817e-07,7.538391014350054e-05
56,-0.048457082360982895,0.5662665963172913,-0.11122669279575348,-1.5982232093811035,0.3304675221443176,0.16473814845085147,0.3612642884254456,0.4,0.2,-0.26,0.39999997562003836,0.19999984454230113,-0.2599997873975392,0.0014991648495197296,0.006702840328216553,0.006080105900764465,0.03252899646759033,0.006161898374557495,0.03345660865306857,0.004358232021331732,2.645019565357422e-07,7.324561875066138e-05
57,-0.046957917511463165,0.5595637559890747,-0.11730679869651794,-1.5656942129135132,0.3366294205188751,0.1312815397977829,0.36562252044677734,0.4,0.2,-0.27,0.39999997624575423,0.19999982152692788,-0.2699997609788798,0.00014165043830871582,0.00672680139541626,0.006471998989582062,0.03381073474884011,0.006133705377578735,0.03340990841388701,0.004894912242889404,2.9924571439424815e-07,7.765117078406547e-05
58,-0.04681626707315445,0.5528369545936584,-0.1237787976861,-1.531883478164673,0.34276312589645386,0.09787163138389589,0.37051743268966675,0.4,0.2,-0.28,0.3999999837224064,0.19999983020161177,-0.2799997865170939,0.0012073665857315063,0.006767749786376953,0.0068513378500938416,0.03513443470001243,0.00614243745803833,0.03339418023824693,0.00543743371963501,2.7326068855960715e-07,7.298641202169165e-05
59,-0.048023633658885956,0.5460692048072815,-0.13063013553619385,-1.4967490434646606,0.3489055633544922,0.06447745114564896,0.37595486640930176,0.4,0.2,-0.29,0.3999999852711361,0.19999980160033973,-0.28999976319699594,0.002553090453147888,0.006828010082244873,0.007220849394798279,0.03650939464569092,0.006188720464706421,0.033414196223020554,0.005991250276565607,3.0928146946528283e-07,7.787613839127516e-05
60,-0.050576724112033844,0.5392411947250366,-0.13785098493099213,-1.4602396488189697,0.3550942838191986,0.031063254922628406,0.38194611668586737,0.4,0.2,-0.3,0.3999999905454379,0.19999980364292877,-0.2999997860436055,0.0039016231894493103,0.006909847259521484,0.007583335041999817,0.037947773933410645,0.006273925304412842,0.033475152682513,0.006562173366546575,2.9055606501151054e-07,7.532587039804639e-05
61,-0.054478347301483154,0.5323313474655151,-0.14543431997299194,-1.422291874885559,0.36136820912361145,-0.002411897759884596,0.38850829005241394,0.4,0.21500000000000002,-0.3,0.3999999943088182,0.2149997999411238,-0.29999977234244696,0.01733861118555069,0.01572507619857788,0.040064699947834,0.0014510154724121094,0.03270617127418518,0.014070347417145967,0.014576226472854614,3.0312358033487156e-07,7.584662904491779e-05
62,-0.037139736115932465,0.548056423664093,-0.10536962002515794,-1.420840859413147,0.32866203784942627,-0.016482245177030563,0.40308451652526855,0.4,0.23,-0.3,0.39999999912178896,0.22999981028783892,-0.2999997921357591,0.01592468097805977,0.01514977216720581,0.03961892426013948,0.004355192184448242,0.03262016177177429,0.015423599630594254,0.014490753412246704,2.814232008122738e-07,7.360301344760956e-05
63,-0.021215055137872696,0.5632061958312988,-0.06575069576501846,-1.4164856672286987,0.296041876077652,-0.03190584480762482,0.41757526993751526,0.4,0.245,-0.3,0.4000000031011934,0.24499981437431018,-0.29999980601193843,0.014398479368537664,0.01471024751663208,0.038969118148088455,0.007265210151672363,0.03245380520820618,0.016769766807556152,0.014248579740524292,2.6851048796719e-07,7.157454922435136e-05
64,-0.006816575769335032,0.5779164433479309,-0.02678157761693001,-1.4092204570770264,0.2635880708694458,-0.04867561161518097,0.43182384967803955,0.4,0.26,-0.3,0.4000000030641627,0.25999980273699547,-0.2999998219280962,0.012768800836056473,0.014410912990570068,0.03812016267329455,0.010185837745666504,0.03221592307090759,0.018103547394275665,0.013854831457138062,2.65766222400809e-07,7.212239927412156e-05
65,0.00595222506672144,0.592327356338501,0.011338585056364538,-1.3990346193313599,0.2313721477985382,-0.06677915900945663,0.4456786811351776,0.4,0.275,-0.3,0.4000000080558662,0.2749997973663659,-0.2999998130902585,0.011044344864785671,0.014254093170166016,0.03707806300371885,0.01312267780303955,0.03191700577735901,0.019420921802520752,0.013315349817276001,2.7579075061054175e-07,7.29464522919443e-05
66,0.01699656993150711,0.606581449508667,0.04841664806008339,-1.3859119415283203,0.1994551420211792,-0.08620008081197739,0.4589940309524536,0.4,0.29000000000000004,-0.3,0.4000000097336926,0.2899997905646763,-0.29999983020167326,0.009232625365257263,0.014239609241485596,0.03584904596209526,0.0160830020904541,0.031568825244903564,0.020719587802886963,0.01263660192489624,2.697950543776239e-07,7.220320867418195e-05
67,0.026229195296764374,0.6208210587501526,0.08426569402217865,-1.3698289394378662,0.16788631677627563,-0.10691966861486435,0.47163063287734985,0.4,0.305,-0.3,0.40000001478573816,0.304999806245086,-0.2999998467516646,0.007338862866163254,0.014365673065185547,0.03443863242864609,0.019075751304626465,0.031184345483779907,0.02199912816286087,0.01182511448860174,2.474765383993606e-07,6.944492184857154e-05
68,0.03356805816292763,0.6351867318153381,0.11870432645082474,-1.3507531881332397,0.13670197129249573,-0.12891879677772522,0.4834557473659516,0.4,0.32,-0.3,0.40000001999866774,0.31999979795802397,-0.299999841760114,0.005364794284105301,0.01462852954864502,0.032850481569767026,0.022112488746643066,0.030777469277381897,0.023261383175849942,0.010886818170547485,2.5741167087896423e-07,6.99052426966773e-05
