Iteration,q_r_0,q_r_1,q_r_2,q_r_3,q_r_4,q_r_5,q_r_6,translation_goal_r_0,translation_goal_r_1,translation_goal_r_2,translation_r_0,translation_r_1,translation_r_2,ecart_q_r_0,ecart_q_r_1,ecart_q_r_2,ecart_q_r_3,ecart_q_r_4,ecart_q_r_5,ecart_q_r_6,Ecart_pos_r,Ecart_rot_r
65,0.00595222506672144,-0.592327356338501,-0.011338585056364538,-1.3990346193313599,-0.2313721477985382,-0.06677915900945663,-0.4456786811351776,0.4,-0.275,-0.3,0.4000000228473042,-0.2749999776405466,-0.2999997349114127,0.011044344864785671,0.014254093170166016,0.03707806300371885,0.01312267780303955,0.03191700577735901,0.019420921802520752,0.013315349817276001,2.6700918258038973e-07,5.595963608584498e-05
66,0.01699656993150711,-0.606581449508667,-0.04841664806008339,-1.3859119415283203,-0.1994551420211792,-0.08620008081197739,-0.4589940309524536,0.4,-0.29000000000000004,-0.3,0.40000002511688665,-0.2899999685226883,-0.29999973706471045,0.009232625365257263,0.014239609241485596,0.03584904596209526,0.0160830020904541,0.031568825244903564,0.020719587802886963,0.01263660192489624,2.6600121359746224e-07,5.5488719112872786e-05
67,0.026229195296764374,-0.6208210587501526,-0.08426569402217865,-1.3698289394378662,-0.16788631677627563,-0.10691966861486435,-0.47163063287734985,0.4,-0.305,-0.3,0.40000003107899296,-0.3049999828878041,-0.2999997388435737,0.007338862866163254,0.014365673065185547,0.03443863242864609,0.019075751304626465,0.031184345483779907,0.02199912816286087,0.01182511448860174,2.6355532631275135e-07,5.577697413627902e-05
68,0.03356805816292763,-0.6351867318153381,-0.11870432645082474,-1.3507531881332397,-0.13670197129249573,-0.12891879677772522,-0.4834557473659516,0.4,-0.32,-0.3,0.4000000374424616,-0.3199999743568867,-0.29999971930979186,0.005364794284105301,0.01462852954864502,0.032850481569767026,0.022112488746643066,0.030777469277381897,0.023261383175849942,0.010886818170547485,2.843351897492482e-07,5.7400009268349095e-05
69,0.03893285244703293,-0.6498152613639832,-0.15155480802059176,-1.3286406993865967,-0.10592450201511383,-0.15218017995357516,-0.4943425655364991,0.4,-0.335,-0.3,0.4000000451671863,-0.33499996394271775,-0.29999969477570987,0.0033074356615543365,0.015023469924926758,0.031085297465324374,0.025208353996276855,0.030362971127033234,0.024510726332664462,0.00982671976089472,3.106478224608029e-07,6.0080434252540726e-05
70,0.042240288108587265,-0.6648387312889099,-0.18264010548591614,-1.3034323453903198,-0.0755615308880806,-0.17669090628623962,-0.5041692852973938,0.4,-0.35,-0.3,0.4000000506568574,-0.34999996566445724,-0.29999969372186414,0.001157715916633606,0.01554495096206665,0.029139339923858643,0.028382539749145508,0.029956497251987457,0.025754302740097046,0.008648097515106201,3.123321040115085e-07,5.868102476824788e-05
71,0.04339800402522087,-0.6803836822509766,-0.21177944540977478,-1.2750498056411743,-0.04560503363609314,-0.20244520902633667,-0.5128173828125,0.4,-0.365,-0.3,0.4000000521786845,-0.3649999780158342,-0.2999997083450693,0.0011012256145477295,0.016187071800232045,0.027002945542335538,0.031659603118896484,0.029574619606137276,0.027002528309822083,0.007351577281951904,2.9710018051872335e-07,5.78553712671237e-05
72,0.04229677841067314,-0.6965707540512086,-0.23878239095211032,-1.2433902025222778,-0.016030414029955864,-0.22944773733615875,-0.5201689600944519,0.4,-0.38,-0.3,0.4000000606768141,-0.37999997479949066,-0.299999696182759,0.003496188670396805,0.016944289207458496,0.02465815842151639,0.035071372985839844,0.029235322028398514,0.028269723057746887,0.0059348344802856445,3.108402440995574e-07,5.825714947604865e-05
73,0.03880058974027634,-0.7135150432586671,-0.2634405493736267,-1.208318829536438,0.01320490799844265,-0.25771746039390564,-0.5261037945747375,0.4,-0.395,-0.3,0.4000000690091067,-0.3949999635355582,-0.29999967996375415,0.0060669369995594025,0.017811596393585094,0.02207610011100769,0.03865969181060791,0.028958549723029137,0.029574930667877197,0.0043906569480896,3.29416318609873e-07,5.9885998666686646e-05
74,0.032733652740716934,-0.7313266396522522,-0.2855166494846344,-1.16965913772583,0.042163457721471786,-0.28729239106178284,-0.5304944515228271,0.4,-0.41000000000000003,-0.3,0.40000006727104753,-0.40999999189295727,-0.29999969948956706,0.008870692923665047,0.018785297870635986,0.019212484359741266,0.042479872703552246,0.028767313808202744,0.03094336390495306,0.0027059316635131836,3.0805460274644506e-07,5.89289389267833e-05
75,0.023862959817051888,-0.7501119375228882,-0.30472913384437567,-1.1271792650222778,0.07093077152967453,-0.3182357549667359,-0.5332003831863403,0.4,-0.425,-0.3,0.40000007221540007,-0.4249999943944091,-0.29999970014596244,0.011989041231572628,0.0198630690574646,0.016001284122466986,0.04660606384277344,0.028689458966255188,0.03240886330604548,0.0008589029312133789,3.084784116999637e-07,5.8606446032172244e-05
76,0.01187391858547926,-0.7699750065803528,-0.32073041796684265,-1.0805732011795044,0.09962023049592972,-0.35064461827278137,-0.5340592861175537,0.4,-0.44,-0.3,0.4000000756996869,-0.43999999891855646,-0.2999997017710519,0.015539088752120733,0.021044492721557617,0.012344777584075928,0.05114173889160156,0.02876047044992447,0.03401744365692139,0.0011845827102661133,3.0768834490434e-07,5.833217483086628e-05
77,-0.0036651701666414738,-0.7910194993019104,-0.3330751955509186,-1.0294314622879028,0.1283807009458542,-0.38466206192970276,-0.5328747034072876,0.4,-0.455,-0.3,0.40000008514703067,-0.4550000015750708,-0.29999968403594907,0.019692237954586744,0.022331297397613525,0.008096128702163696,0.05623441934585571,0.029028430581092834,0.03583419322967535,0.003477334976196289,3.27239635667853e-07,6.142425229427317e-05
78,-0.023357408121228218,-0.8133507966995239,-0.3411713242530823,-0.9731970429420471,0.15740913152694702,-0.4204962551593781,-0.5293973684310913,0.4,-0.47000000000000003,-0.3,0.4000000925734105,-0.4700000133815001,-0.29999967308140785,0.024707449600100517,0.02372705936431896,0.003029853105545044,0.06210428476333618,0.02956262230873108,0.0379547774791717,0.006102085113525391,3.4003627271580774e-07,6.234301702079392e-05
79,-0.048064857721328735,-0.8370778560638429,-0.3442011773586273,-0.9110927581787109,0.1869717538356781,-0.4584510326385498,-0.5232952833175659,0.4,-0.485,-0.3,0.40000009587243196,-0.48500001040630847,-0.29999968273425703,0.030994132161140442,0.02523648738861073,0.003214508295059204,0.06909751892089844,0.030470162630081177,0.04052865505218506,0.009193241596221924,3.3159819980621793e-07,6.0875916972236155e-05
