Iteration,q_l_0,q_l_1,q_l_2,q_l_3,q_l_4,q_l_5,q_l_6,translation_goal_l_0,translation_goal_l_1,translation_goal_l_2,translation_l_0,translation_l_1,translation_l_2,ecart_q_l_0,ecart_q_l_1,ecart_q_l_2,ecart_q_l_3,ecart_q_l_4,ecart_q_l_5,ecart_q_l_6,Ecart_pos_l,Ecart_rot_l,velocity_l_0,velocity_l_1,velocity_l_2,velocity_l_3,velocity_l_4,velocity_l_5,velocity_l_6,Iteration.1,q_r_0,q_r_1,q_r_2,q_r_3,q_r_4,q_r_5,q_r_6,translation_goal_r_0,translation_goal_r_1,translation_goal_r_2,translation_r_0,translation_r_1,translation_r_2,ecart_q_r_0,ecart_q_r_1,ecart_q_r_2,ecart_q_r_3,ecart_q_r_4,ecart_q_r_5,ecart_q_r_6,Ecart_pos_r,Ecart_rot_r,velocity_r_0,velocity_r_1,velocity_r_2,velocity_r_3,velocity_r_4,velocity_r_5,velocity_r_6,Distance
20,0.023415271192789,0.5814234614372253,0.2456704825162887,-1.3266105651855469,0.0002022779372055,-0.170168325304985,0.4092446267604828,0.4,0.304,-0.3,0.3998217024747206,0.3032990644571224,-0.2992265468042526,0.006922800632946,0.0309504393538055,0.0314828657253721,0.0267860748047177,0.0315986160529993,0.0279117692253415,0.0266825256815745,0.0010589289347268,0.6872953182360106,-0.6922800632946012,-3.095043935380557,-3.148286572537212,-2.6786074804717805,3.159861605299936,2.7911769225341536,-2.668252568157456,20,0.022168019786477,-0.5787065029144287,-0.2485565394163131,-1.3254716396331787,0.001684648101218,-0.170447751879692,-0.4058252871036529,0.4,-0.304,-0.3,0.3998292516616618,-0.3033250651367754,-0.2992186915340488,0.006343189538577,0.0306865601794072,0.0315683300166338,0.0278541520571762,0.0307415393773871,0.027977089285943,0.0264389266187379,0.0010464869724981,0.6808200461487672,-0.6343189538577056,3.0686560179407345,3.156833001663381,-2.785415205717616,-3.0741539377387115,2.7977089285943086,2.6438926618737946,0.6066241296917306
21,0.0198416635394096,0.5636534094810486,0.2332036793231964,-1.3408962488174438,0.0129317799583077,-0.1572728902101516,0.3955313861370086,0.4,0.2942,-0.3,0.3998282083183909,0.2934861696296081,-0.2992043987535196,0.0075124507222153,0.0308331012564153,0.0322699656397527,0.0251939267433596,0.0311514974707751,0.0267845993993487,0.0282285737413122,0.0010826114367422,0.7230838303697169,-0.7512450722215315,-3.0833101256415363,-3.226996563975273,-2.519392674335956,3.115149747077512,2.6784599399348763,-2.822857374131219,21,0.01996336504817,-0.5678099393844604,-0.2273029237985611,-1.3391075134277344,-0.0199910197407007,-0.1547985523939132,-0.3966189920902252,0.4,-0.2942,-0.3,0.3998558707701751,-0.2935499546492434,-0.2992776645048789,0.006844460637363,0.0310117234360988,0.0309482656503766,0.0266975311237145,0.0292209622241885,0.0248532950117373,0.0250417360996862,0.0009823954195954,0.6664126804454327,-0.684446063736302,3.1011723436098806,3.0948265650376685,-2.669753112371452,-2.9220962224188582,2.4853295011737355,2.50417360996863,0.58703612950262
22,0.0164924710988998,0.5504730343818665,0.2141876220703125,-1.3533966541290283,0.0318008922040462,-0.1422565579414367,0.3825621008872986,0.4,0.2844,-0.3,0.3998543080021861,0.2837085439898797,-0.299269542466666,0.0079858874824975,0.0312615736919694,0.0315796839326797,0.0238931803152187,0.0297103176538633,0.0234653065159363,0.026549228122277,0.0010163197233955,0.7074964257188299,-0.7985887482497589,-3.126157369196952,-3.157968393267975,-2.389318031521875,2.9710317653863343,2.3465306515936355,-2.654922812227705,22,0.0158248301595449,-0.5480199456214905,-0.216988205909729,-1.3533258438110352,-0.029056891798973,-0.1424706578254699,-0.3793863654136658,0.4,-0.2844,-0.3,0.3998554392564616,-0.2837114748969057,-0.2992670809713395,0.0078493568784273,0.031262324795853,0.0316098818503767,0.023953115328037,0.0296330409807904,0.0234627127059214,0.0264439475916166,0.0010159404159378,0.7061063159866308,-0.7849356878427338,3.1262324795852945,3.1609881850376724,-2.395311532803708,-2.963304098079042,2.3462712705921422,2.644394759161665,0.5674200188932521
23,0.0123292123898863,0.5328202843666077,0.2009337097406387,-1.3660901784896853,0.0440832786262035,-0.1304882913827896,0.367302805185318,0.4,0.2745999999999999,-0.3,0.3998565369143934,0.2738757272084686,-0.2992647674734947,0.0089182858712941,0.0315103598794894,0.0321255382184003,0.021373447898952,0.0296949861646534,0.0219591627074715,0.0275299557533412,0.0010419786953271,0.744487259598202,-0.8918285871294127,-3.151035987948949,-3.21255382184004,-2.137344789895199,2.9694986164653483,2.19591627074716,-2.752995575334129,23,0.0131189040839672,-0.5367982387542725,-0.1963546574115753,-1.3658050298690796,-0.0492119826376438,-0.1299452632665634,-0.3715772628784179,0.4,-0.2745999999999999,-0.3,0.3998615829710346,-0.2738876597695118,-0.2992730574799449,0.0089723339089345,0.0315330878101006,0.032014598994225,0.0216163621179696,0.0292019958986136,0.021822549144197,0.0270839256745878,0.0010271481418683,0.7346253325906673,-0.8972333908934593,3.153308781010072,3.2014598994225025,-2.161636211796978,-2.9201995898613675,2.182254914419704,2.708392567458789,0.5477633870639543
24,0.0085065839812159,0.51921147108078,0.1826079338788986,-1.377289891242981,0.0440832786262035,-0.1304882913827896,0.367302805185318,0.4,0.2648,-0.3,0.3997178323178726,0.2636749008670602,-0.2990987745344641,0.0094192585252353,0.032788161803241,0.0309567056343076,0.0198865065018141,0.0417942933392195,0.029894195294898,0.037486947470983,0.0014689023110845,1.0826856108789116,-0.9419258525235322,-3.2788161803241045,-3.095670563430767,-1.9886506501814176,4.179429333921952,2.989419529489804,-3.748694747098308,24,0.0079754730686545,-0.516757607460022,-0.1853783279657364,-1.3772789239883425,-0.0586899332702159,-0.1190079450607299,-0.352942407131195,0.4,-0.2648,-0.3,0.3998617195080362,-0.2640504658541137,-0.2992747785346646,0.0097748418138085,0.0318427014604928,0.0324336556177866,0.0190616740965599,0.0293610833521888,0.0201273642900785,0.0278821652720741,0.0010520784685994,0.7736728932767392,-0.977484181380856,3.1842701460492826,3.2433655617786687,-1.9061674096559973,-2.936108335218888,2.012736429007852,2.7882165272074166,0.5277254156869168
25,0.003410926554352,0.5013099312782288,0.168808177113533,-1.3874635696411133,0.0737782642245292,-0.1085291281342506,0.3397728502750397,0.4,0.255,-0.3,0.399860420290015,0.2542098690528934,-0.2992790342625204,0.0106870120276603,0.0321247106246495,0.0327800601907025,0.0165473067700088,0.0293524440369786,0.0185397281333287,0.0286351300338848,0.0010786941195883,0.8172897692749643,-1.068701202766032,-3.21247106246495,-3.2780060190702507,-1.654730677000888,2.935244403697863,1.8539728133328803,-2.8635130033884866,25,0.0041465703397989,-0.5052651762962341,-0.1643400639295578,-1.3874213695526123,-0.0784139782190322,-0.1081227138638496,-0.3444933295249939,0.4,-0.255,-0.3,0.399861245858126,-0.2542122247308433,-0.2992792671010619,0.0108269061476451,0.0321128373295129,0.0327754682162249,0.01658499420502,0.0291698124476486,0.0186365445339668,0.0286306566091764,0.0010767072481384,0.8160711682503461,-1.082690614764514,3.211283732951295,3.2775468216224954,-1.6584994205019976,-2.9169812447648624,1.8636544533966848,2.863065660917638,0.5084220937844603
26,-0.0009126745280809,0.4864233136177063,0.1516512334346771,-1.3971763849258425,0.0858775749802589,-0.1005940958857536,0.3298158645629883,0.4,0.2451999999999999,-0.3,0.3998255847617425,0.2442740060604944,-0.2992461209184117,0.0120565101875615,0.0326389451548728,0.0331233207185021,0.0134879202324624,0.0319392332497153,0.0184832515798164,0.0315747040932822,0.0012067390442816,0.93667647436655,-1.205651018756159,-3.263894515487287,-3.312332071850214,-1.3487920232462485,3.193923324971532,1.848325157981645,-3.157470409328228,26,-0.0017993687652051,-0.4849148988723755,-0.1529446691274643,-1.3963406085968018,-0.0880510136485099,-0.0988805815577507,-0.3250602483749389,0.4,-0.2451999999999999,-0.3,0.3998583996079854,-0.2443686478055824,-0.2992878597799859,0.0114840452176944,0.0324249300657058,0.0330335342734706,0.0140871233601229,0.0292641922251789,0.0168711330186564,0.0291293331019197,0.0011037847775464,0.8619174068269331,-1.1484045217694403,3.242493006570585,3.3033534273470644,-1.4087123360122942,-2.9264192225178944,1.687113301865641,2.9129333101919723,0.4886426567505433
27,-0.0072760856710374,0.4691852331161499,0.1516512334346771,-1.3971763849258425,0.0858775749802589,-0.1005940958857536,0.3298158645629883,0.4,0.2354,-0.3,0.3997425517173159,0.2342938726272976,-0.2987799318193231,0.0121055981968906,0.036509685127028,0.0437484931621632,0.020058640653557,0.0388977210595827,0.0235764929799733,0.0466480807076899,0.0016668424485831,1.3349328227855608,-1.2105598196890666,-3.650968512702805,-4.3748493162163244,-2.0058640653557056,3.889772105958277,2.357649297997335,-4.664808070768996,27,-0.0066803358495235,-0.4731523394584656,-0.1315646022558212,-1.4040063619613647,-0.1075837910175323,-0.0894861668348312,-0.3158626854419709,0.4,-0.2354,-0.3,0.3998521283611631,-0.2345309100779685,-0.2992989782062106,0.0124196133596702,0.032699963076828,0.0332785739490879,0.0116292157433404,0.0292778010660831,0.0154625923007098,0.0298119380419862,0.0011263280470257,0.902103409087374,-1.2419613359670276,3.269996307682804,3.327857394908793,-1.1629215743340506,-2.9277801066083184,1.5462592300709903,2.9811938041986314,0.46882508283456054
28,-0.012969184666872,0.4537843763828277,0.1185279116034507,-1.4106643199920654,0.1031307056546211,-0.0899894014000892,0.311137706041336,0.4,0.2255999999999999,-0.3,0.3997283507021784,0.2242613487384603,-0.2991560430950358,0.0126920170905403,0.0332824029919991,0.0328003123989403,0.0096561375918022,0.0400724810408656,0.0202068265260622,0.0400578554566819,0.0016056287860104,1.3275582669278378,-1.2692017090540353,-3.328240299199911,-3.280031239894031,-0.965613759180238,4.007248104086568,2.0206826526062227,-4.0057855456681954,28,-0.0132834138348698,-0.452489972114563,-0.1199111342430114,-1.4104276895523071,-0.1173152029514312,-0.0820094496011734,-0.2959309220314026,0.4,-0.2255999999999999,-0.3,0.3998459846916572,-0.2246685861349518,-0.299312927369435,0.0129703197904359,0.0330141825073742,0.033362923563147,0.0091455157625901,0.0291660343658371,0.0135893249952122,0.0299306049850157,0.0011676135074926,0.9700454339355816,-1.2970319790435934,3.301418250737421,3.3362923563147016,-0.9145515762590156,-2.9166034365837143,1.3589324995212266,2.9930604985015785,0.4489299776979446
29,-0.012969184666872,0.4537843763828277,0.1185279116034507,-1.4106643199920654,0.1178168058395385,-0.0821108445525169,0.2982411682605744,0.4,0.2158,-0.3,0.3997279292006048,0.2144475617146831,-0.2986413259892733,0.0195091882248066,0.0494910274799653,0.0495962228498641,0.0140736082407435,0.0402697182138832,0.0187860980084799,0.0415133281936083,0.0019362610626924,1.4098162578520146,-1.9509188224806648,-4.949102747996533,-4.959622284986411,-1.4073608240743585,4.026971821388322,1.878609800847998,-4.151332819360834,29,-0.0190999489277601,-0.440452367067337,-0.0982860252261161,-1.4156355857849123,-0.1173152029514312,-0.0820094496011734,-0.2959309220314026,0.4,-0.2158,-0.3,0.3997088530253672,-0.2143483383877166,-0.2992282358513713,0.0134195254730993,0.0349765466481121,0.0312717688751147,0.0073996558048989,0.0417427217251387,0.0184266356129736,0.0388670301354408,0.0016696430452416,1.3720142243824398,-1.3419525473099336,3.497654664811213,3.127176887511471,-0.7399655804898947,-4.174272172513876,1.8426635612973687,3.886703013544084,0.42879630218987874
30,-0.019381683319807,0.4326755404472351,0.107902742922306,-1.417235016822815,0.1247752979397773,-0.077017605304718,0.2831677794456482,0.4,0.206,-0.3,0.3996755468303067,0.2044897957953654,-0.2985809059823703,0.020505762540626,0.0495296129778121,0.0507978459411795,0.0094351547513604,0.042315550445615,0.0176280013111733,0.0451587185393029,0.0020975734623351,1.5723293123344888,-2.0505762540626056,-4.952961297781209,-5.079784594117951,-0.94351547513604,4.231555044561501,1.762800131117339,-4.515871853930293,30,-0.0262537337839603,-0.419475793838501,-0.0982860252261161,-1.4156355857849123,-0.1368615925312042,-0.0740235745906829,-0.2860507369041443,0.4,-0.206,-0.3,0.3997725895690441,-0.20484525177484,-0.2989641353666865,0.0140061612567915,0.0348508787858793,0.0431544144369734,0.0093507689910283,0.0352073353915811,0.0148007061627831,0.0457792981428832,0.0015678566599557,1.452324513728513,-1.400616125679156,3.485087878587939,4.315441443697341,-0.9350768991028467,-3.520733539158116,1.4800706162783153,4.577929814288326,0.40933523846763603
31,-0.025661202147603,0.4205019772052765,0.0857276022434234,-1.4203205108642578,0.1432031840085983,-0.0697825774550437,0.2710798382759094,0.4,0.1961999999999999,-0.3,0.3996598141031055,0.1946125628470645,-0.2986527453363073,0.0216066464923605,0.0504013895367541,0.049861283469769,0.0065791757217386,0.0424368259661974,0.0154083728691953,0.0441864632085303,0.0021096867748098,1.623842797802297,-2.160664649236051,-5.040138953675415,-4.986128346976903,-0.6579175721738537,4.243682596619743,1.5408372869195317,-4.418646320853037,31,-0.0262537337839603,-0.419475793838501,-0.0865482091903686,-1.419573187828064,-0.1464812308549881,-0.0684201270341873,-0.2660003304481506,0.4,-0.1961999999999999,-0.3,0.3997092401116816,-0.1947409981333328,-0.298708065211074,0.0212486377933903,0.0502656864524465,0.0497579875310636,0.0069625706327691,0.0395639287494193,0.0140390220242772,0.0413447385700434,0.001970361199991,1.5146896434486052,-2.1248637793390337,5.0265686452446525,4.975798753106362,-0.6962570632769091,-3.95639287494194,1.4039022024277272,4.134473857004346,0.3893535680475201
32,-0.0398874469101429,0.3831459283828736,0.0571048967540264,-1.4266701936721802,0.1670908480882644,-0.0593896023929119,0.2380090653896332,0.4,0.1864,-0.3,0.3997320067850574,0.1850188259813353,-0.2993663340495194,0.0158882849057788,0.0342621427057215,0.0338481787819781,0.0030466532344324,0.0321544022772336,0.0077240967964674,0.0336858910130553,0.001543047170338,1.4175791163518738,-1.588828490577887,-3.426214270572154,-3.384817878197817,0.3046653234432356,3.2154402277233625,0.7724096796467433,-3.368589101305536,32,-0.0402598939836025,-0.3846249282360077,-0.0551316104829311,-1.4249863624572754,-0.1720689237117767,-0.0592228695750236,-0.2402714341878891,0.4,-0.1864,-0.3,0.3997600133615735,-0.1851209855995243,-0.2993519763892774,0.0155615569706217,0.0335461105609847,0.034387331946427,0.0015338369214576,0.0304137552234775,0.0078362538410775,0.033464105535687,0.0014537558334539,1.3797896038656745,-1.5561556970621746,3.354611056098472,3.438733194642707,0.1533836921457692,-3.041375522347751,0.7836253841077575,3.346410553568707,0.37013981291888204
33,-0.0472678504884243,0.37010058760643,0.0358663201332092,-1.4268996715545654,0.1856400072574615,-0.0543742030858993,0.2268933802843094,0.4,0.1765999999999999,-0.3,0.3997061851103324,0.1751287136377821,-0.2994136354261549,0.0165269530125121,0.0346563733194991,0.0334856910851493,0.0054038715200985,0.0316939504821194,0.0060600977648388,0.0329841641327731,0.0016108488949926,1.515967121581517,-1.6526953012512149,-3.4656373319499174,-3.348569108514933,0.5403871520098548,3.169395048211946,0.6060097764838831,-3.2984164132773137,33,-0.0475023724138736,-0.3692100942134857,-0.0367902219295501,-1.4265357255935671,-0.1860451549291611,-0.0543811060488224,-0.2246555984020233,0.4,-0.1765999999999999,-0.3,0.3997176060593198,-0.1751742796903121,-0.2994206833796002,0.0163400121294124,0.0346182769063727,0.0334414681290552,0.0051249017060808,0.0308781006031892,0.0058548777907467,0.0321605192639844,0.0015646189586799,1.4770182306174664,-1.6340012129412398,3.461827690637277,3.344146812905528,0.5124901706080813,-3.087810060318924,0.5854877790746764,3.2160519263984466,0.35030299358517414
34,-0.0557757318019866,0.3488837778568268,0.023256717249751,-1.4236235618591309,0.1992452442646026,-0.0516655072569847,0.2043231725692749,0.4,0.1668,-0.3,0.3997159996232627,0.1653633627959508,-0.2994939080638664,0.01646978553372,0.0345797775732621,0.0328429910595629,0.0057674402394445,0.0293193707249984,0.0039498512238029,0.0302924364614626,0.0015494230274087,1.5238509238263247,-1.6469785533720085,-3.4579777573262214,-3.2842991059562925,0.5767440239444588,2.9319370724998497,0.3949851223802936,-3.029243646146263,34,-0.0558214522898197,-0.3510788083076477,-0.0207442790269851,-1.4234524965286257,-0.2024826854467392,-0.0513866171240806,-0.20680733025074,0.4,-0.1668,-0.3,0.399721610201507,-0.1653925740971988,-0.2994801395272225,0.0164700626062533,0.0344871084200402,0.0330102074731011,0.0056279793579092,0.0288070450175745,0.0041455724456528,0.0302081475913291,0.0015259762327563,1.510069621393022,-1.6470062606253384,3.448710842004024,3.301020747310114,0.5627979357909305,-2.880704501757454,0.4145572445652847,3.0208147591329144,0.33075593722731017
35,-0.063794806599617,0.3354442119598388,0.0023806290701031,-1.421495795249939,0.2173339575529098,-0.0483141057193279,0.1939092129468918,0.4,0.157,-0.3,0.3996774735218761,0.1554575550561012,-0.2995469339200864,0.0170616221610454,0.0348849429479186,0.0325091608491275,0.0081393245886203,0.028898583225103,0.0025409059139841,0.0296927081192448,0.0016396428290387,1.64989231702761,-1.706162216104548,-3.4884942947918685,-3.2509160849127547,0.8139324588620339,2.8898583225103063,0.2540905913984104,-2.969270811924485,35,-0.0638423860073089,-0.334591805934906,-0.0033487537875771,-1.4214107990264893,-0.216923251748085,-0.0485262274742126,-0.1924950778484344,0.4,-0.157,-0.3,0.3996811127519912,-0.1554750065612791,-0.2995470441967029,0.0170027052324058,0.0348681948765572,0.0324997301234158,0.0080818933584774,0.0286290719520744,0.0024943039411827,0.0294140090939242,0.0016224866793983,1.633989897611484,-1.7002705232405826,3.4868194876557213,3.249973012341582,0.8081893358477508,-2.8629071952074425,0.249430394118279,2.9414009093924225,0.31093256163869704
36,-0.0722455158829689,0.314303994178772,-0.0095862736925482,-1.4178560972213743,0.2285646200180053,-0.0477156564593315,0.1740307360887527,0.4,0.1472,-0.3,0.3996426733832253,0.1455893685455853,-0.2996059032943939,0.0172684886257494,0.035038093061503,0.0321192968063499,0.0102658125360397,0.0278075756804304,0.0009826926287806,0.0282451837353342,0.0016962099535066,1.7462462713139242,-1.7268488625749483,-3.5038093061503,-3.211929680634993,1.0265812536039765,2.7807575680430485,0.0982692628780668,-2.8245183735334227,36,-0.0722915157675743,-0.3165917098522186,0.0122659280896186,-1.4178245067596436,-0.231289729475975,-0.0472410432994365,-0.1765991896390915,0.4,-0.1472,-0.3,0.3996438893943778,-0.1456013729559962,-0.2995981782313132,0.0173287710437172,0.0350450431616388,0.032159642794221,0.0102413721284875,0.0276205360056681,0.0011207606224279,0.0282204010467981,0.0016863819030834,1.7402548458582223,-1.7328771043717273,3.504504316163879,3.215964279422104,1.0241372128487627,-2.7620536005668104,0.1120760622427972,2.82204010467981,0.2911907416065905
37,-0.0722455158829689,0.314303994178772,-0.0095862736925482,-1.4178560972213743,0.2285646200180053,-0.0477156564593315,0.1740307360887527,0.4,0.1374,-0.3,0.399455474464703,0.1352844909276249,-0.2990380513491247,0.0255516148715061,0.0523701562199518,0.0477194984134778,0.0144451959467877,0.0366616272947138,0.0012530011785712,0.0372944369098381,0.002386887492282,2.268226862748819,-2.5551614871506096,-5.237015621995183,-4.77194984134778,1.44451959467878,3.666162729471389,0.1253001178571293,-3.729443690983819,37,-0.0722915157675743,-0.3165917098522186,0.0122659280896186,-1.4178245067596436,-0.231289729475975,-0.0472410432994365,-0.1765991896390915,0.4,-0.1374,-0.3,0.3994572336290826,-0.1352970069040888,-0.2990296401722798,0.0256487841494321,0.0523971939626651,0.0477576259373107,0.0144208097940399,0.0364613465605467,0.0014095798991561,0.0372792051994181,0.0023788176664263,2.2622456556333246,-2.564878414943215,5.239719396266518,4.7757625937310735,1.442080979403999,-3.64613465605468,0.1409579899156136,3.727920519941816,0.27058149796816533
38,-0.0808564275503158,0.3005592823028564,-0.0301285311579704,-1.4133564233779907,0.2285646200180053,-0.0477156564593315,0.1740307360887527,0.4,0.1276,-0.3,0.3992477719563734,0.1246339241034715,-0.2991088983463784,0.0257799399227272,0.0537173140335832,0.0456101154083838,0.017168866683179,0.0443816953530071,0.0012453414450731,0.0419270745854954,0.0031870857237721,2.9867993969740803,-2.577993992272729,-5.371731403358322,-4.561011540838384,1.7168866683179165,4.43816953530072,0.124534144507315,-4.192707458549547,38,-0.0808450877666473,-0.2997236251831054,0.0291509758681058,-1.4133288860321045,-0.2455523163080215,-0.0460319221019744,-0.1630810648202896,0.4,-0.1276,-0.3,0.3993742022468105,-0.1253620148073433,-0.2991197453316248,0.0262444660029841,0.0527303591151177,0.0470317508662265,0.017829992326606,0.0356104481120704,0.0003908460645668,0.0358703382257006,0.0024849645533978,2.441004571701114,-2.624446600298419,5.273035911511773,4.703175086622658,1.7829992326606043,-3.561044811207046,-0.0390846064566858,3.587033822570059,0.24999597111588673
39,-0.0977971330285072,0.261933833360672,-0.0573057718575,-1.4034109115600586,0.2652262449264526,-0.0464626550674438,0.1367363035678863,0.4,0.1178,-0.3,0.3993716794745749,0.115581507394522,-0.2998224212072711,0.0188538079325283,0.0357281822238011,0.0308700357402464,0.0192972904972643,0.027847667962774,0.0028054054580609,0.0270033304373319,0.0023125808852574,2.450470357754244,-1.8853807932528373,-3.5728182223801106,-3.087003574024646,1.9297290497264352,2.784766796277403,-0.2805405458060936,-2.7003330437332,39,-0.0979403033852577,-0.264194518327713,0.0600235536694526,-1.403403639793396,-0.2677510678768158,-0.0458314642310142,-0.1393199861049652,0.4,-0.1178,-0.3,0.3993716675819844,-0.1155898654011604,-0.2998171011970603,0.0189139035454803,0.0357709384371736,0.0308851102929528,0.0192887412104592,0.0277626024491369,0.0027032985395411,0.0270046122798978,0.0023049834152622,2.446826135283325,-1.8913903545480315,3.577093843717366,3.088511029295285,1.928874121045929,-2.776260244913698,-0.2703298539541174,2.700461227989784,0.23117137285689812
40,-0.1066363677382469,0.2468419671058655,-0.0757386460900306,-1.3961875438690188,0.2729463279247284,-0.0464703142642974,0.1321036666631698,0.4,0.1079999999999999,-0.3,0.3992099852170415,0.1052212812488567,-0.2999367510120169,0.0195268421029454,0.0362337850092566,0.0299800266558804,0.0219130817960941,0.0301015526797128,0.0035768050171691,0.0280549124877867,0.0028895331266017,2.9978780646973497,-1.9526842102945443,-3.6233785009256656,-2.998002665588042,2.19130817960941,3.010155267971281,-0.357680501716912,-2.805491248778672,40,-0.1070895567536354,-0.2469932734966278,0.0761827230453491,-1.3954988718032837,-0.2811627686023712,-0.0464227683842182,-0.127210721373558,0.4,-0.1079999999999999,-0.3,0.3992569251607501,-0.1056168726082708,-0.2999164341755815,0.0192858752511394,0.0359152131835846,0.0302592236682467,0.0214994979824434,0.0268111957752941,0.0037502428265264,0.025586719665475,0.002497686855662,2.690647370981325,-1.9285875251139444,3.591521318358464,3.025922366824671,2.1499497982443496,-2.6811195775294103,-0.3750242826526431,2.558671966547502,0.21083816006125156
41,-0.1166509389877319,0.2262056469917297,-0.0881758108735084,-1.3841136693954468,0.2930739223957062,-0.0492680594325065,0.1097329705953598,0.4,0.0982,-0.3,0.3992681929003479,0.098345902526849,-0.3001471851727629,0.017058402265746,0.031387293149022,0.0258257926487957,0.0195258198109387,0.0231441983968725,0.0043354717133532,0.0215353187158762,0.0007605870453297,2.690411678081253,-1.7058402265746029,-3.1387293149022053,-2.582579264879573,1.95258198109386,2.314419839687259,-0.4335471713353203,-2.1535318715876257,41,-0.1168542057275772,-0.2284235805273056,0.0909086614847183,-1.3841148614883425,-0.2955136597156524,-0.0485347621142864,-0.112315371632576,0.4,-0.0982,-0.3,0.3992676154474865,-0.0983531421912975,-0.3001432802194195,0.0171081761211012,0.0314330029367321,0.0258328664158062,0.0195221470174391,0.0230961539078737,0.0042603127735076,0.0215420509429264,0.000761819456822,2.6877171253915675,-1.7108176121101193,3.143300293673213,2.583286641580626,1.952214701743905,-2.309615390787377,-0.4260312773507602,2.15420509429265,0.1966990447577555
42,-0.1261632144451141,0.2106081843376159,-0.1057186722755432,-1.374274492263794,0.3030478954315186,-0.050047118216753,0.1040487512946128,0.4,0.0884,-0.3,0.3994502287175123,0.0972407365441064,-0.3005049383013236,0.0097970561884896,0.0159745280964101,0.0127978272676159,0.0131733726801575,0.0183274848335131,0.0039510796652263,0.0163357664516037,0.0088721944181521,2.579220468286576,-0.979705618848964,-1.597452809641014,-1.279782726761597,1.3173372680157525,1.832748483351316,-0.3951079665226337,-1.6335766451603728,42,-0.1263754367828369,-0.2110780626535415,0.1064419448375701,-1.373999357223511,-0.3079739511013031,-0.0501730106770992,-0.1016240045428276,0.4,-0.0884,-0.3,0.3994732642985921,-0.0974877027413854,-0.3004792358293192,0.0097396563487079,0.0158708640830607,0.0128939082033873,0.0130425702660603,0.0168166050946904,0.0038972772905691,0.0151794980482489,0.009115561342837,2.382330303965101,-0.973965634870791,1.5870864083060716,1.2893908203387374,1.304257026606039,-1.6816605094690482,-0.3897277290569136,1.5179498048248972,0.19472844234425163
43,-0.1337093412876129,0.1948183476924896,-0.1140016019344329,-1.364587903022766,0.3162181079387665,-0.0536035299301147,0.088197648525238,0.4,0.0786,-0.3,0.3997082106674818,0.0976312192261059,-0.300573099576856,0.003318879662459,0.0028734628088276,0.0026465644019688,0.0057640776123277,0.011447004695721,0.0032439808784382,0.0100601787731785,0.0190420820650386,1.953388102146028,-0.3318879662459075,-0.2873462808827645,-0.2646564401968828,0.5764077612327749,1.14470046957211,-0.3243980878438232,-1.0060178773178532,43,-0.1339623779058456,-0.1969905793666839,0.1167415305972099,-1.364592671394348,-0.3186098039150238,-0.0527950748801231,-0.0907733216881752,0.4,-0.0786,-0.3,0.3997084968321655,-0.0976354679120811,-0.3005710093006347,0.003328307493998,0.0028794263093235,0.00265810531351,0.0057714072453087,0.0114252875721903,0.0032053657955296,0.0100628570639125,0.0190462611645997,1.9516319288460688,-0.3328307493998024,0.2879426309323561,0.265810531351004,0.5771407245308761,-1.1425287572190288,-0.320536579552963,1.0062857063912511,0.19526668714958462
44,-0.1359602659940719,0.1946336627006531,-0.1185164973139762,-1.361101150512695,0.3213753700256347,-0.0539981983602047,0.0877129882574081,0.4,0.0688,-0.3,0.399755265682551,0.0978119485850508,-0.3005100551739314,0.0014736071199125,0.0005247783238897,0.000847728175765,0.0025173852588309,0.0103227834784583,0.0028190168275017,0.0090485863411153,0.0290174639117243,1.7893580272995897,-0.1473607119912581,-0.0524778323889717,-0.0847728175765019,0.2517385258830834,1.0322783478458355,-0.2819016827501757,-0.9048586341115332,44,-0.1372906863689422,-0.1941111534833908,0.1193996369838714,-1.3588212728500368,-0.3247905671596527,-0.0540702864527702,-0.08644450455904,0.4,-0.0688,-0.3,0.3998922755218675,-0.0979886574826151,-0.3006136785604756,0.0007323185170113,0.0003123532203593,0.0005419276495444,0.0012171077362814,0.0095058654435158,0.0028853705433093,0.0085722224305254,0.0291953066703571,1.643575645642448,-0.0732318517011375,-0.0312353220359386,0.0541927649544466,0.1217107736281371,-0.9505865443515914,-0.2885370543309384,0.8572222430525409,0.1958006814236549
