Iteration,q_r_0,q_r_1,q_r_2,q_r_3,q_r_4,q_r_5,q_r_6,translation_goal_r_0,translation_goal_r_1,translation_goal_r_2,translation_r_0,translation_r_1,translation_r_2,ecart_q_r_0,ecart_q_r_1,ecart_q_r_2,ecart_q_r_3,ecart_q_r_4,ecart_q_r_5,ecart_q_r_6,Ecart_pos_r,Ecart_rot_r,velocity_r_0,velocity_r_1,velocity_r_2,velocity_r_3,velocity_r_4,velocity_r_5,velocity_r_6
35,-0.18154394626617432,-0.8556649684906006,-0.5139950513839722,-0.8533244729042053,0.3487114906311035,-0.3857457935810089,-0.22444023191928866,0.4,-0.5,-0.24000000000000002,0.4125736478018638,-0.5154757175603311,-0.24301586724154994,0.008673981996377367,0.0038679147928268875,0.00782922000995978,0.0356315108262224,0.008194158729700085,0.006228275716635312,0.010543188350645966,0.020166554199245505,10.75570829037423,0.8673981996377373,-0.38679147928269303,-0.7829220009959735,-3.5631510826222406,0.819415872970007,0.622827571663531,-1.0543188350645973
36,-0.18154394626617432,-0.8556649684906006,-0.5187433958053589,-0.8725608587265016,0.3569399416446686,-0.3835594952106476,-0.2324855774641037,0.4,-0.5,-0.23600000000000002,0.4129603104320389,-0.5144163642906157,-0.2378801506261788,0.01159683742146242,0.004495700593447394,0.009477083130638886,0.03273726011734779,0.00728432282146152,0.007314469940760349,0.009965296530878354,0.019476554424016444,10.566825069716742,1.1596837421462418,-0.4495700593447425,-0.9477083130638875,-3.273726011734776,0.7284322821461511,0.731446994076035,-0.9965296530878351
37,-0.1728699654340744,-0.85953289270401,-0.521824300289154,-0.8889560103416443,0.35690563917160034,-0.3795175254344941,-0.2349834144115448,0.4,-0.5,-0.232,0.4128325081545,-0.5139439036245652,-0.23330556334812536,0.010207555541977553,0.004083901483414087,0.009552841711663151,0.03273527731772574,0.007191444149724002,0.007576466654226455,0.010391504567481336,0.018995004856078343,10.975465610624724,1.020755554197756,-0.4083901483414069,-0.9552841711663111,-3.273527731772573,0.7191444149724009,0.757646665422643,-1.0391504567481327
38,-0.16994710266590118,-0.8601606488227844,-0.5282204747200012,-0.9052981138229371,0.36422425508499146,-0.37624502182006836,-0.24245087802410126,0.4,-0.5,-0.228,0.412898818324418,-0.5132006744022093,-0.22843567985376123,0.01073401080358452,0.00439765161438832,0.010007815417280574,0.03190784265922164,0.0065269232675087,0.008225092772414067,0.009887260960074529,0.018461504157962258,10.88933846251797,1.0734010803584528,-0.4397651614388271,-1.0007815417280546,-3.190784265922162,0.6526923267508706,0.8225092772414055,-0.988726096007453
39,-0.16266241669654846,-0.8636167645454408,-0.5313771367073059,-0.9216912984848024,0.3640970885753632,-0.37194105982780457,-0.2453749179840088,0.4,-0.5,-0.224,0.412785817095804,-0.5127107241650551,-0.22380143577650974,0.009848705843846672,0.004209912696334417,0.01028678879547762,0.03139701866434508,0.006444442328550681,0.008509936773704596,0.01022249055714286,0.018029948845138737,11.301166683826295,0.9848705843846686,-0.4209912696334451,-1.028678879547759,-3.1397018664345064,0.6444442328550691,0.8509936773704581,-1.0222490557142834
40,-0.15921309590339663,-0.8645582795143127,-0.5382282733917236,-0.937205970287323,0.37075117230415344,-0.36801993846893316,-0.25233814120292664,0.4,-0.5,-0.22,0.41272068228405845,-0.5120758476823977,-0.21900421455609237,0.00975744265410558,0.004342458143554051,0.01036072856146808,0.030943564720311234,0.005921527241531999,0.009009713828879384,0.009800178681337979,0.01756796640680774,11.292251681346329,0.9757442654105589,-0.43424581435540976,-1.0360728561468031,-3.094356472031118,0.5921527241532003,0.9009713828879407,-0.9800178681337988
41,-0.15281371772289276,-0.8678267002105713,-0.5416639447212219,-0.9530883431434631,0.3705415427684784,-0.3634311258792877,-0.25559741258621216,0.4,-0.5,-0.216,0.41258618657210866,-0.5116224703516187,-0.21435679185256787,0.009009699275345118,0.004247608489651555,0.010617422801529108,0.030312544953013942,0.005871081132160949,0.00926877088041178,0.010065060006317572,0.017210288856319936,11.699721426638462,0.9009699275345111,-0.4247608489651514,-1.0617422801529086,-3.0312544953013885,0.5871081132160935,0.9268770880411779,-1.0065060006317585
42,-0.14945565164089203,-0.8689007163047792,-0.5485889911651611,-0.9681495428085328,0.3766726851463318,-0.35901021957397466,-0.262138307094574,0.4,-0.5,-0.212,0.41244552056030664,-0.5110405144768851,-0.20959472063705561,0.008705084387655826,0.004332255912148475,0.010552223513934256,0.029888456260610652,0.005443446617978853,0.009683600860198482,0.0097058398012152,0.01680979805783316,11.748500520613959,0.8705084387655839,-0.43322559121485044,-1.0552223513934234,-2.9888456260610687,0.5443446617978854,0.9683600860198465,-0.9705839801215221
43,-0.1438040137290955,-0.8720743060112001,-0.552281379699707,-0.9834008812904359,0.37641263008117676,-0.3541623651981354,-0.26566246151924133,0.4,-0.5,-0.208,0.4122835671887156,-0.5106339984762107,-0.2049482711350676,0.008010192491008206,0.0042858726699833705,0.01073478802020833,0.02923664833683326,0.005425409451090379,0.009910029115754282,0.009916121878051687,0.016531212766666685,12.146681354535474,0.8010192491008203,-0.4285872669983378,-1.0734788020208372,-2.9236648336833215,0.5425409451090379,0.991002911575426,-0.9916121878051706
44,-0.14075057208538055,-0.8732329607009889,-0.559141218662262,-0.9980379939079285,0.38211613893508917,-0.34932661056518555,-0.27184414863586426,0.4,-0.5,-0.204,0.4120806253002269,-0.5100790846194319,-0.2002049264588687,0.007686611989655062,0.004347488444964798,0.010655358846275775,0.028900230668198912,0.00510208832988468,0.010329579016758184,0.00966927575574028,0.016184314554306703,12.235382727219815,0.7686611989655072,-0.4347488444964743,-1.0655358846275782,-2.890023066819889,0.5102088329884673,1.0329579016758197,-0.9669275755740309
45,-0.13579382002353668,-0.8763601779937744,-0.5630161762237549,-1.0126374959945679,0.3818380534648896,-0.344252347946167,-0.2755785882472992,0.4,-0.5,-0.19999999999999998,0.4119015861195531,-0.5097299101549626,-0.19557503626257955,0.0069469071578837915,0.004356369844763619,0.010704059565588175,0.02813316479724426,0.005080829285737387,0.010456754075760355,0.009774513127831896,0.015996849935605077,12.624268894804345,0.694690715788378,-0.4356369844763633,-1.070405956558817,-2.8133164797244343,0.508082928573741,1.0456754075760362,-0.9774513127831884
46,-0.13306395709514618,-0.877580463886261,-0.5697965621948242,-1.0269381999969482,0.3872182369232178,-0.3389970362186432,-0.28151342272758484,0.4,-0.5,-0.19599999999999998,0.41165282824567334,-0.509207751235077,-0.1908625134052505,0.006525705706828422,0.004437030299397682,0.010547153661869313,0.027672909408196444,0.004799528023622157,0.01079318806796331,0.009537708923405386,0.015715115572004376,12.741694383265212,0.652570570682842,-0.44370302993976973,-1.054715366186933,-2.7672909408196493,0.47995280236221666,1.0793188067963293,-0.9537708923405389
47,-0.1288469135761261,-0.8807165622711182,-0.5737202167510986,-1.0407706499099731,0.38691887259483343,-0.33379560708999634,-0.2853530943393707,0.4,-0.5,-0.19199999999999998,0.41145535748293427,-0.5089021420756321,-0.18624049751954405,0.005861147354156868,0.004468191197445792,0.010554841855300978,0.027009059869597563,0.004818410370869053,0.010923599805393147,0.009640730116793783,0.015609138907029281,13.119708770948534,0.5861147354156871,-0.4468191197445831,-1.055484185530103,-2.7009059869597585,0.48184103708690396,1.0923599805393136,-0.9640730116793805
