Iteration,q_l_0,q_l_1,q_l_2,q_l_3,q_l_4,q_l_5,q_l_6,translation_goal_l_0,translation_goal_l_1,translation_goal_l_2,translation_l_0,translation_l_1,translation_l_2,ecart_q_l_0,ecart_q_l_1,ecart_q_l_2,ecart_q_l_3,ecart_q_l_4,ecart_q_l_5,ecart_q_l_6,Ecart_pos_l,Ecart_rot_l,velocity_l_0,velocity_l_1,velocity_l_2,velocity_l_3,velocity_l_4,velocity_l_5,velocity_l_6
10,-0.4009910225868225,0.6628108024597168,0.5734543204307556,-0.4023345112800598,0.08659592270851135,-0.35304635763168335,0.055103037506341934,0.4,0.5,-0.30000000000000004,0.401067492044047,0.5535708433455467,-0.3250260670843469,0.01270364032083271,0.09999923610451633,0.026393892502614813,0.10008523582380557,0.056550726949637344,0.028355708696850668,0.0058684698189749585,0.05913779527279861,37.0010663049333,-1.2703640320832728,9.99992361045163,2.6393892502614755,-10.008523582380555,-5.655072694963734,-2.8355708696850686,0.586846981897496
11,-0.4106721580028534,0.7637923955917358,0.596194624900818,-0.5084997415542603,0.03117451258003712,-0.3789795935153961,0.0612214095890522,0.4,0.5,-0.30000000000000004,0.40085069110741645,0.557556673857959,-0.3109888685038255,0.040380633505456176,0.027636374272413056,0.01899009613396574,0.04423728324555676,0.06383398929093362,0.003421425014379642,0.01563968451116171,0.05860247103959073,32.90051291344195,4.0380633505456185,2.763637427241305,-1.8990096133965764,-4.423728324555679,-6.383398929093362,-0.3421425014379625,1.5639684511161704
12,-0.41369464993476873,0.7628100514411927,0.599848210811615,-0.5024197697639465,0.03004519641399384,-0.38140207529067993,0.06097150593996048,0.4,0.5,-0.30000000000000004,0.40082883491103566,0.5580831918190797,-0.3112025434582368,0.03916241923670605,0.028479707524404874,0.019491332147211216,0.045138312283135584,0.06279306570918268,0.003502519846721952,0.014757719993574281,0.05915945502737026,33.04665986680696,3.9162419236706034,2.8479707524404834,-1.9491332147211171,-4.513831228313556,-6.279306570918268,-0.3502519846721941,1.475771999357428
13,-0.370291531085968,0.7914287447929383,0.5772045254707338,-0.5527369976043701,-0.03265947848558426,-0.38240101933479315,0.07686109095811844,0.4,0.5,-0.30000000000000004,0.40206531557874,0.5508450351827395,-0.30933803173861196,0.032607813825177856,0.004510791918377777,0.01840523213837386,0.03354936967127764,0.05606571206839919,0.0016852578059765033,0.01753239711658415,0.051736659806418984,28.613246100189347,3.2607813825177834,0.4510791918377815,-1.8405232138373826,-3.3549369671277653,-5.606571206839919,-0.16852578059764997,1.7532397116584153
14,-0.3745322227478028,0.791289746761322,0.5803568959236145,-0.547558069229126,-0.032747868448495865,-0.3849045932292938,0.07572922855615616,0.4,0.5,-0.30000000000000004,0.4021167221292622,0.5514146648766883,-0.3094300552789693,0.03258053159294727,0.004475871075519056,0.018855064562274593,0.03385171123963504,0.05565280212450632,0.0014258407450326027,0.016996852238244403,0.052315143309744384,28.774705818525998,3.258053159294726,0.44758710755191056,-1.8855064562274548,-3.3851711239635054,-5.565280212450632,-0.1425840745032587,1.69968522382444
15,-0.3745322227478028,0.791289746761322,0.5803568959236145,-0.547558069229126,-0.032747868448495865,-0.3849045932292938,0.07572922855615616,0.4,0.5,-0.30000000000000004,0.4021172058867636,0.5514125788834967,-0.3094299569299137,0.03258738835157848,0.004475905964121396,0.01885949710496959,0.033859521956547955,0.055665641797108145,0.0014258073448963904,0.017001210262361732,0.052313095071107624,28.773676350737357,3.2587388351578506,0.44759059641213517,-1.885949710496958,-3.385952195654793,-5.566564179710815,-0.14258073448964095,1.7001210262361732
16,-0.3419516980648041,0.7957656383514404,0.5615018606185913,-0.581409752368927,-0.08840066939592363,-0.38633042573928833,0.09272608160972595,0.4,0.5,-0.30000000000000004,0.4030849522636313,0.5446417622133177,-0.3085704096239729,0.026817814933492057,0.0022751082074010665,0.01476129501850909,0.028697664075570617,0.046585168775585925,0.0017304052559419247,0.016078673724076564,0.045561560389235714,25.12138829335624,2.6817814933492072,0.22751082074011025,-1.4761295018509082,-2.869766407557059,-4.6585168775585934,-0.1730405255941951,1.607867372407656
17,-0.3419448435306549,0.7957656383514404,0.5614973902702332,-0.5814176201820375,-0.08841350674629211,-0.38633039593696594,0.09273044019937515,0.4,0.5,-0.30000000000000004,0.4030854138065233,0.5446385966054434,-0.3085702087260906,0.026821910184708253,0.002275643710099362,0.01476295100421321,0.02870198647827904,0.04659229637990264,0.001730650520866961,0.01608181695579229,0.045558452156210814,25.119805517448388,2.682191018470824,0.22756437100993998,-1.4762951004213192,-2.870198647827902,-4.659229637990263,-0.17306505208669778,1.6081816955792287
18,-0.31513386964797974,0.7980407476425171,0.5467405915260315,-0.610107421875,-0.13498583436012268,-0.3880608379840851,0.10880475491285324,0.4,0.5,-0.30000000000000004,0.4035814588347704,0.5387196420846551,-0.3079548538130522,0.022377311291768176,0.0019243251459002408,0.011222602731581599,0.024045789445567567,0.039016422910568116,0.0019399029863036432,0.014843989723135276,0.039690266183738006,22.059177994380487,2.237731129176818,0.19243251459002467,-1.1222602731581586,-2.404578944556759,-3.9016422910568123,-0.1939902986303623,1.4843989723135282
19,-0.31512293219566345,0.7980412840843201,0.5467344522476196,-0.6101195812225342,-0.13500580191612244,-0.3880610466003418,0.10881225764751436,0.4,0.5,-0.30000000000000004,0.40358163279644466,0.5387170618795399,-0.3079546658961687,0.022375750164179586,0.0019245893646435697,0.01122103249258577,0.024043793406307024,0.039013340256951745,0.001940045652037592,0.014843378832726559,0.03968772711547439,22.05785799531135,2.2375750164179578,0.19245893646435824,-1.1221032492585823,-2.4043793406306984,-3.9013340256951743,-0.19400456520375667,1.4843378832726553
